caseid,weight,treatment,q16,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q21_7,q21_8,q21_9,q21_10,q1s,q6s,q3s,q4a,q4b,q5,q7,q135,q136,q137,q123,q124,q125,q129s,q130s,q131s,q132s,q141s,birthyr,gender,race,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,casualties,casualties_dummy,casualties_9,casualties_50,casualties_250,democracy,nuclear,ally,q135a,mc_1,mc_1_broad,mc_2,mc_3,mc_all,mc_all_broad,casualties_dummy_perceived,casualties_perceived,casualties_9_perceived,casualties_50_perceived,casualties_250_perceived,nuclear_perceived,ally_perceived,commitments,honorable,interests,prevent,age,female,republican,democrat,nationalism,nationalism_dummy,hawkishness,hawkishness_dummy,isolationism,isolationism_dummy,stronger_nonmilitary,stronger_military,stronger_military2,moderate_nonmilitary,moderate_military,weak_nonmilitary,weak_military,x_noforce,x_force,t_mean_noforce,t_upper_noforce,t_lower_noforce,t_mean_force,t_upper_force,t_lower_force,pvalue_force,pvalue_noforce,x_9,x_50,x_250,t_mean_9,t_upper_9,t_lower_9,t_mean_50,t_upper_50,t_lower_50,t_mean_250,t_upper_250,t_lower_250,pvalue_0_9,pvalue_9_50,pvalue_50_250,_est_m1,_est_m1a,_est_m3,_est_m3a,_est_m4,_est_m4a,_est_m2a,_est_m2
1466618689,1.39442148845188,Group 23,30110,not selected,not selected,not selected,selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Can trust other nations,A little superior,Some,Somewhat agree,9,Yes,0,Yes,,Send ground troops to attack Country A's forces,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,1995,Female,White,Some college,Divorced,Temporarily laid off,"$40,000 - $49,999",No,Republican,Not very strong Republican,Did not vote for President,Donald Trump,Georgia,Yes,Moderate,Some of the time,Protestant,Once or twice a month,Yes,Somewhat important,Once a day,1938084569000,1938084688000,50,1,0,1,0,1,1,0,9,0,1,1,1,0,1,1,9,1,0,0,1,0,0,0,1,0,2.5999999,1,1,0,1.3333334,0,2.6666667,1,3,1,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,0,1,0,1,1
1466826899,1.37598153951419,Group 31,23507,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Can trust other nations,Not at all superior,Some,Neither agree nor disagree,50,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,1998,Female,Black,Some college,Never married,Other,Prefer not to say,No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,New Jersey,Yes,Moderate,Most of the time,Protestant,A few times a year,No,Somewhat important,Don't know,1938083991000,1938084832000,50,1,0,1,0,1,1,1,50,1,1,1,1,1,1,1,50,0,1,0,1,1,1,1,1,0,2.3,1,0,1,.66666669,0,1.3333334,0,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1466881985,.958619282685314,Group 23,35630,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Somewhat agree,Somewhat agree,Strongly agree,Can't be too careful,Somewhat superior,A few,Strongly agree,250,0,Yes,Yes,,Use nuclear weapons against Country A's forces,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1989,Female,Black,High school graduate,Separated,Part-time,"Less than $10,000",Yes,Democrat,Strong Democrat,Did not vote for President,Did not vote for President,Alabama,Don't know,Very liberal,Hardly at all,Nothing in particular,Don't know,No,Somewhat important,Once a day,1938084927000,1938085093000,50,1,0,1,0,1,1,0,250,0,1,0,0,0,0,1,250,0,0,1,0,1,1,1,1,1,3.2,1,0,1,2.6666667,1,2.6666667,1,4,1,,1,1,,0,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1466760331,.617282223668398,Group 14,25504,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,A little superior,None,Neither agree nor disagree,9,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1994,Female,White,High school graduate,Never married,Part-time,Prefer not to say,No,Not sure,Not sure,Did not vote for President,Other,West Virginia,Yes,Not sure,Don't know,Something else,Once a week,No,Somewhat important,Don't know,1938084926000,1938085130000,9,1,1,0,0,0,1,1,9,1,1,1,1,1,1,1,9,1,0,0,1,1,0,0,0,0,2.7,1,0,0,2.6666667,1,2,0,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1466570059,1.90902911504137,Group 17,78380,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful,Very superior,A few,Somewhat disagree,0,0,0,0,Impose economic sanctions on the attacker,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,1954,Female,Hispanic,High school graduate,Married,Retired,"$50,000 - $59,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Texas,Yes,Liberal,Most of the time,Roman Catholic,Seldom,No,Somewhat important,A few times a week,1938083016000,1938085210000,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,6.6999998,1,0,1,3.3333333,1,2.3333333,1,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1466774885,.929765747620488,Group 6,44691,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,,Some,Neither agree nor disagree,9,Yes,0,0,Impose economic sanctions on the attacker,,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,2000,Female,White,High school graduate,Married,Homemaker,Prefer not to say,Yes,Independent,Lean Republican,Did not vote for President,Did not vote for President,Ohio,Don't know,Moderate,Hardly at all,Nothing in particular,Don't know,Yes,Somewhat important,Don't know,1938084828000,1938085225000,9,1,1,0,0,0,1,0,9,1,1,1,1,1,1,1,9,1,0,0,1,0,0,1,0,0,2.0999999,1,0,0,,1,2.3333333,1,2,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,0,0,0,0
1466760093,.963519952515939,Group 1,11221,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,A little superior,Very many,Neither agree nor disagree,250,Yes,0,0,Lodge a diplomatic protest,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1985,Female,Black,High school graduate,Never married,Unemployed,"Less than $10,000",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,New York,Yes,Liberal,Only now and then,Agnostic,Seldom,No,Not too important,Seldom,1938084960000,1938085235000,0,0,0,0,0,0,0,0,250,0,0,0,1,0,0,1,250,0,0,1,1,0,0,0,0,0,3.5999999,1,0,1,.66666669,0,2,0,2,0,0,,,1,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1466884211,1.74563607015694,Group 9,65802,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful,Not at all superior,Some,Somewhat disagree,0,0,Yes,Yes,,Send ground troops to attack Country A's forces,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,1996,Male,White,High school graduate,Never married,Full-time,"$30,000 - $39,999",No,Independent,Lean Republican,Did not vote for President,Donald Trump,Missouri,Yes,Conservative,Hardly at all,Mormon,Never,No,Not too important,Seldom,1938085085000,1938085327000,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,2.5,0,0,0,.66666669,0,2,0,1,0,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1465056119,1.34015446357463,Group 5,49270,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful,Somewhat superior,Some,Somewhat agree,0,Yes,Yes,0,Do nothing,,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,1991,Female,White,2-year,Married,Full-time,"$100,000 - $119,999",Yes,Republican,Not very strong Republican,Did not vote for President,Donald Trump,Michigan,Yes,Conservative,Hardly at all,Protestant,Once or twice a month,Yes,Very important,Several times a day,1938084830000,1938085383000,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,1,0,2,0,2.3333333,1,3,1,0,,,0,,1,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1466884399,1.45005091009307,Group 17,78586,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,selected,not selected,selected,selected,Strongly disagree,Strongly agree,Strongly disagree,Can't be too careful,Somewhat superior,Some,Neither agree nor disagree,0,0,0,0,Lodge a diplomatic protest,,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,1994,Male,White,Some college,Never married,Permanently disabled,"Less than $10,000",No,Independent,Independent,Did not vote for President,Donald Trump,Texas,No,Moderate,Hardly at all,Nothing in particular,Never,No,Not at all important,Seldom,1938085239000,1938085596000,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2.7,0,0,0,2,0,0,0,2,0,0,,,1,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1466606079,1.82092381999571,Group 17,14901,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,Very superior,None,Strongly agree,9,0,0,0,Do nothing,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1969,Female,Black,High school graduate,Married,Part-time,"$60,000 - $69,999",Yes,Democrat,Not very strong Democrat,Hillary Clinton,Donald Trump,New York,Yes,Moderate,Hardly at all,Protestant,More than once a week,Yes,Very important,Several times a day,1938085162000,1938085656000,0,0,0,0,0,1,0,0,9,0,0,1,1,0,0,1,9,1,0,0,0,0,0,0,0,0,5.1999998,1,0,1,4,1,2,0,4,1,0,,,0,,1,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1466884477,1.18404801087078,Group 14,2131,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,not selected,selected,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Can trust other nations,Not at all superior,Some,Somewhat agree,9,0,Yes,Yes,,Send ground troops to attack Country A's forces,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,1999,Female,Black,High school graduate,Never married,Part-time,"$20,000 - $29,999",No,Independent,Lean Democrat,Did not vote for President,Joe Biden,Massachusetts,Yes,Not sure,Only now and then,Nothing in particular,Don't know,No,Somewhat important,Don't know,1938085326000,1938085691000,9,1,1,0,0,0,1,1,9,1,1,0,1,0,0,1,9,1,0,0,0,1,1,0,0,1,2.2,1,0,0,.66666669,0,1.3333334,0,3,1,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1466809719,.929765747620488,Group 25,18250,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Strongly disagree,Strongly disagree,Strongly disagree,Can't be too careful,Not at all superior,None,Strongly disagree,0,0,0,0,Impose economic sanctions on the attacker,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1997,Female,White,High school graduate,Never married,Unemployed,"Less than $10,000",No,Independent,Not sure,Did not vote for President,Did not vote for President,Pennsylvania,No,Moderate,Don't know,Nothing in particular,Don't know,No,Not at all important,Never,1938085714000,1938085851000,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4000001,1,0,0,2,0,1.3333334,0,0,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1466449047,1.01922679003942,Group 8,7111,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful,Very superior,Some,Neither agree nor disagree,250,Yes,0,Yes,,Send ground troops to attack Country A's forces,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,1948,Female,Black,High school graduate,Divorced,Retired,"$30,000 - $39,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,New Jersey,Yes,Very liberal,Most of the time,Protestant,Never,Yes,Very important,Several times a day,1938085664000,1938085927000,250,1,0,0,1,0,1,0,250,1,1,1,1,1,1,1,250,0,0,1,1,0,1,0,1,1,7.3000002,1,0,1,2.6666667,1,2.3333333,1,2,0,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1466598011,1.00723398058302,Group 16,39730,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can trust other nations,Not at all superior,Some,Somewhat disagree,250,Yes,Yes,Yes,,Launch airstrikes against Country A's forces,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,1993,Female,White,High school graduate,Married,Unemployed,"$60,000 - $69,999",No,Democrat,Not very strong Democrat,Did not vote for President,Did not vote for President,Mississippi,No,Moderate,Some of the time,Protestant,Never,Yes,Very important,A few times a week,1938084980000,1938086029000,250,1,0,0,1,0,1,1,250,1,1,1,1,1,1,1,250,0,0,1,1,1,1,1,1,0,2.8,1,0,1,.66666669,0,2.3333333,1,1,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1466808089,1.33387246692524,Group 4,15078,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Strongly agree,Strongly agree,Strongly agree,Can't be too careful,Very superior,Very many,Strongly agree,50,0,Yes,Yes,,Send ground troops to attack Country A's forces,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1991,Female,White,High school graduate,Married,Full-time,"$10,000 - $19,999",Yes,Republican,Not very strong Republican,Donald Trump,Donald Trump,New York,Yes,Very liberal,Most of the time,Something else,More than once a week,Yes,Very important,Several times a day,1938086199000,1938086381000,250,1,0,0,1,0,0,0,50,0,1,1,0,0,0,1,50,0,1,0,0,1,1,1,1,1,3,1,1,0,2,0,2.6666667,1,4,1,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1466681425,1.25310094700973,Group 25,43701,not selected,not selected,not selected,selected,not selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,Strongly agree,Strongly disagree,Strongly agree,Can't be too careful,Not at all superior,A few,Strongly disagree,0,0,Yes,Yes,,Launch airstrikes against Country A's forces,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,1976,Male,White,High school graduate,Never married,Full-time,"$10,000 - $19,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Ohio,Yes,Very conservative,Most of the time,Protestant,More than once a week,Yes,Very important,Once a day,1938086052000,1938086438000,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,4.5,0,1,0,1.3333334,0,4,1,0,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1466881963,1.7441553708095,Group 13,17013,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Can't be too careful,A little superior,Some,Somewhat disagree,250,Yes,0,Yes,,Send ground troops to attack Country A's forces,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1985,Female,Hispanic,2-year,Married,Full-time,"$70,000 - $79,999",Yes,Democrat,Not very strong Democrat,Hillary Clinton,Donald Trump,Pennsylvania,Yes,Liberal,Some of the time,Nothing in particular,Never,No,Somewhat important,Several times a day,1938084895000,1938086500000,0,0,0,0,0,0,1,1,250,0,0,1,0,0,0,1,250,0,0,1,1,0,0,0,0,0,3.5999999,1,0,1,1.3333334,0,2.6666667,1,1,0,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1466710111,1.32093282103374,Group 27,99205,not selected,not selected,not selected,not selected,selected,not selected,selected,selected,not selected,not selected,not selected,not selected,selected,selected,selected,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful,A little superior,A few,Strongly disagree,50,0,Yes,Yes,,Send ground troops to attack Country A's forces,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,1997,Female,White,Some college,Divorced,Student,"$50,000 - $59,999",Yes,Independent,Lean Republican,Donald Trump,Donald Trump,Washington,Yes,Moderate,Some of the time,Nothing in particular,Never,No,Not too important,A few times a week,1938086000000,1938086524000,50,1,0,1,0,1,0,1,50,1,1,1,1,1,1,1,50,0,1,0,0,1,1,1,1,1,2.4000001,1,0,0,2,0,3,1,0,0,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1466894189,1.74563607015694,Group 9,50271,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,selected,selected,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Can't be too careful,A little superior,Some,Somewhat agree,0,Yes,Yes,Yes,,Send ground troops to attack Country A's forces,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,1996,Male,White,High school graduate,Married,Full-time,"$60,000 - $69,999",No,Independent,Independent,Did not vote for President,Donald Trump,Iowa,Yes,Moderate,Some of the time,Agnostic,Never,No,Not at all important,Seldom,1938086371000,1938086618000,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2.5,0,0,0,1.3333334,0,2,0,3,1,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1466214607,.722183597039152,Group 4,53215,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Can't be too careful,A little superior,Some,Somewhat agree,250,0,0,Yes,,Launch airstrikes against Country A's forces,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,1962,Male,Black,High school graduate,Divorced,Retired,"$10,000 - $19,999",No,Democrat,Not very strong Democrat,Did not vote for President,Joe Biden,Wisconsin,Yes,Liberal,Most of the time,Nothing in particular,Never,No,Not at all important,Never,1938086213000,1938086625000,250,1,0,0,1,0,0,0,250,1,1,1,1,1,1,1,250,0,0,1,0,0,0,1,0,0,5.9000001,0,0,1,1.3333334,0,1.6666666,0,3,1,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1466491509,.9098660784160419,Group 11,10453,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Somewhat agree,Somewhat agree,Somewhat agree,Can't be too careful,A little superior,A few,Somewhat disagree,50,0,Yes,0,Impose economic sanctions on the attacker,,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,1987,Female,Hispanic,2-year,Never married,Unemployed,"Less than $10,000",Yes,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,New York,Yes,Very liberal,Most of the time,Roman Catholic,Never,No,Not at all important,Never,1938086540000,1938086663000,50,1,0,1,0,0,0,1,50,1,1,1,1,1,1,1,50,0,1,0,0,1,1,1,0,1,3.4000001,1,0,1,2,0,2.3333333,1,1,0,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1466395769,1.32093282103374,Group 26,32803,not selected,not selected,not selected,selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,selected,selected,Somewhat agree,Somewhat disagree,Strongly agree,Can't be too careful,Somewhat superior,A few,Somewhat agree,9,0,0,0,Impose economic sanctions on the attacker,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,1993,Female,White,2-year,Domestic / civil partnership,Full-time,"Less than $10,000",No,Republican,Not very strong Republican,Donald Trump,Donald Trump,Florida,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not at all important,Never,1938086476000,1938086830000,9,1,1,0,0,1,0,1,9,1,1,1,0,0,0,1,9,1,0,0,0,0,1,0,1,0,2.8,1,1,0,2.6666667,1,3.3333333,1,3,1,1,,,0,,0,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1466509159,.87463577352941,Group 32,20186,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,selected,selected,Strongly disagree,Strongly agree,Neither agree nor disagree,Can trust other nations,Not at all superior,Very many,Neither agree nor disagree,250,Yes,Yes,Yes,,Send ground troops to attack Country A's forces,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,1991,Female,White,Some college,Never married,Part-time,"$40,000 - $49,999",No,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Virginia,Yes,Very liberal,Some of the time,Agnostic,Once a week,No,Not too important,Never,1938086692000,1938087020000,250,1,0,0,1,1,1,1,250,1,1,1,1,1,1,1,250,0,0,1,1,1,0,0,1,0,3,1,0,0,0,0,.66666669,0,2,0,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1466573843,1.00723398058302,Group 24,72751,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Can trust other nations,Somewhat superior,Some,Somewhat agree,250,0,Yes,0,Do nothing,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,1991,Female,White,High school graduate,Never married,Unemployed,"$10,000 - $19,999",Yes,Democrat,Not very strong Democrat,Did not vote for President,Did not vote for President,Arkansas,Don't know,Liberal,Only now and then,Nothing in particular,Never,No,Not too important,Seldom,1938081641000,1938087043000,250,1,0,0,1,1,1,0,250,1,1,0,0,0,0,1,250,0,0,1,0,1,0,0,0,0,3,1,0,1,2,0,1.3333334,0,3,1,0,,,0,,1,,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1465444731,1.26952577169187,Group 10,19464,not selected,not selected,not selected,selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,selected,selected,Somewhat agree,Somewhat disagree,Somewhat agree,Can't be too careful,Very superior,A few,Somewhat disagree,9,0,Yes,Yes,,Send ground troops to attack Country A's forces,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,1996,Female,White,2-year,Never married,Full-time,Prefer not to say,No,Republican,Strong Republican,Donald Trump,Donald Trump,Pennsylvania,Yes,Very conservative,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,1938086035000,1938087051000,9,1,1,0,0,0,0,1,9,1,1,1,1,1,1,1,9,1,0,0,0,1,1,1,1,1,2.5,1,1,0,3.3333333,1,3,1,1,0,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,1,1,1,1,1,1,1
1466759547,1.12905769699217,Group 29,35121,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful,Very superior,Very many,Neither agree nor disagree,0,0,0,Yes,,Launch airstrikes against Country A's forces,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1962,Male,Black,High school graduate,Married,Full-time,"$20,000 - $29,999",Yes,Independent,Independent,Did not vote for President,Did not vote for President,Alabama,Yes,Not sure,Only now and then,Something else,Seldom,No,Very important,Several times a day,1938086597000,1938087091000,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9000001,0,0,0,2,0,2.3333333,1,2,0,,0,0,,0,,1,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
1466903789,.929765747620488,Group 12,6790,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Can't be too careful,A little superior,Some,Neither agree nor disagree,9,0,0,Yes,,Send ground troops to attack Country A's forces,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,2000,Female,White,High school graduate,Never married,Part-time,Prefer not to say,No,Independent,Independent,Did not vote for President,Did not vote for President,Connecticut,No,Not sure,Don't know,Nothing in particular,Don't know,No,Not too important,Don't know,1938087094000,1938087210000,250,1,0,0,1,0,0,1,9,0,1,1,0,0,0,1,9,1,0,0,0,0,0,0,1,0,2.0999999,1,0,0,1.3333334,0,2.3333333,1,2,0,,0,1,,1,,0,1,1,,,,,,,,,.5,1,1.5,,,,,,,,,,,,,1,0,1,0,1,0,0,1
