dataset_doi,llm_fig1
doi:10.7910/DVN/YUNDMQ,FALSE
doi:10.7910/DVN/YWONK4,TRUE
doi:10.7910/DVN/YWZBUJ,TRUE
doi:10.7910/DVN/YYTXOB,TRUE
doi:10.7910/DVN/YZGMQJ,TRUE
doi:10.7910/DVN/YZHHPX,TRUE
doi:10.7910/DVN/YZQTAH,TRUE
doi:10.7910/DVN/Z0IGLS,TRUE
doi:10.7910/DVN/Z4GY1O,FALSE
doi:10.7910/DVN/Z5BTCQ,TRUE
doi:10.7910/DVN/Z7P7RL,FALSE
doi:10.7910/DVN/ZA6YEN,FALSE
doi:10.7910/DVN/ZABHCA,FALSE
doi:10.7910/DVN/ZAD5UE,FALSE
doi:10.7910/DVN/ZB9RB1,TRUE
doi:10.7910/DVN/ZBRTJH,FALSE
doi:10.7910/DVN/ZBVYXZ,FALSE
doi:10.7910/DVN/ZCEQPS,TRUE
doi:10.7910/DVN/ZEDEAD,TRUE
doi:10.7910/DVN/ZEKFG7,TRUE
doi:10.7910/DVN/ZFE3NE,FALSE
doi:10.7910/DVN/ZFLG25,TRUE
doi:10.7910/DVN/ZFOTRO,TRUE
doi:10.7910/DVN/ZFQMCP,FALSE
doi:10.7910/DVN/ZHOL6Y,TRUE
doi:10.7910/DVN/ZIYOQ3,FALSE
doi:10.7910/DVN/ZJTLSW,FALSE
doi:10.7910/DVN/ZK7QPH,TRUE
doi:10.7910/DVN/ZLAJP6,TRUE
doi:10.7910/DVN/ZLHYSZ,TRUE
doi:10.7910/DVN/ZLUQPL,FALSE
doi:10.7910/DVN/ZNRTYA,FALSE
doi:10.7910/DVN/ZQMYII,FALSE
doi:10.7910/DVN/ZRZGTT,TRUE
doi:10.7910/DVN/ZSB0BL,TRUE
doi:10.7910/DVN/ZSDJGT,FALSE
doi:10.7910/DVN/ZSEWM4,TRUE
doi:10.7910/DVN/ZSJA25,TRUE
doi:10.7910/DVN/ZSTE1X,TRUE
doi:10.7910/DVN/ZSYWHO,FALSE
doi:10.7910/DVN/ZTDHVE,TRUE
doi:10.7910/DVN/ZTTCOX,FALSE
doi:10.7910/DVN/ZTVXNL,FALSE
doi:10.7910/DVN/ZTWRSQ,FALSE
doi:10.7910/DVN/ZU4FMC,FALSE
doi:10.7910/DVN/ZUE1BI,FALSE
doi:10.7910/DVN/ZUH3UG,TRUE
doi:10.7910/DVN/ZUMTTN,TRUE
doi:10.7910/DVN/ZUY1KJ,FALSE
doi:10.7910/DVN/ZVC9W5,FALSE
doi:10.7910/DVN/ZWKCPA,TRUE
doi:10.7910/DVN/ZXZMJB,FALSE
doi:10.7910/DVN/ZYRC8S,TRUE
doi:10.7910/DVN/ZZYSIZ,FALSE
doi:10.7910/DVN1/22636,TRUE
